job,marital,education,default,balance,housing,loan,campaign,pdays,previous,y,poutcome
blue-collar,married,primary,no,0,yes,no,9,-1,0,no,unknown
admin.,married,secondary,no,3,yes,no,12,-1,0,no,unknown
services,divorced,secondary,no,221,yes,no,1,360,1,no,failure
self-employed,married,secondary,no,36,no,no,10,-1,0,no,unknown
blue-collar,married,primary,no,969,yes,no,1,-1,0,no,unknown
services,single,secondary,no,760,no,no,13,-1,0,no,unknown
admin.,single,tertiary,no,220,no,no,1,-1,0,no,unknown
management,single,tertiary,no,10907,no,no,3,-1,0,no,unknown
student,single,tertiary,no,-148,yes,no,3,224,1,no,other
blue-collar,married,primary,no,415,yes,no,4,-1,0,yes,unknown
management,married,tertiary,no,1341,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,865,yes,no,2,-1,0,no,unknown
blue-collar,divorced,secondary,no,-566,yes,no,2,-1,0,no,unknown
services,married,secondary,no,210,yes,yes,1,-1,0,no,unknown
technician,single,secondary,no,1275,yes,no,9,-1,0,no,unknown
blue-collar,married,secondary,no,579,no,no,4,-1,0,no,unknown
technician,single,tertiary,no,2934,no,no,2,-1,0,no,unknown
management,married,tertiary,no,6637,yes,no,2,-1,0,no,unknown
management,married,tertiary,no,271,no,no,1,-1,0,no,unknown
technician,married,tertiary,no,0,no,no,3,94,4,no,success
services,married,secondary,no,472,yes,no,1,-1,0,no,unknown
blue-collar,married,primary,no,487,yes,no,2,-1,0,no,unknown
technician,single,tertiary,no,699,yes,no,4,-1,0,no,unknown
blue-collar,married,secondary,no,150,no,no,1,-1,0,no,unknown
management,single,tertiary,no,1130,yes,no,3,74,4,no,failure
management,single,secondary,no,584,yes,no,19,-1,0,no,unknown
services,divorced,secondary,no,3186,no,yes,1,-1,0,no,unknown
services,single,secondary,no,133,no,no,1,-1,0,yes,unknown
housemaid,single,tertiary,no,868,no,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,480,yes,no,1,352,2,yes,failure
blue-collar,married,unknown,no,1883,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,606,no,no,1,-1,0,yes,unknown
blue-collar,married,secondary,no,603,yes,no,2,-1,0,no,unknown
management,single,primary,no,548,no,no,6,-1,0,no,unknown
unemployed,married,secondary,no,-872,yes,yes,1,183,1,no,failure
blue-collar,divorced,secondary,no,33,yes,no,2,167,1,no,failure
management,married,tertiary,no,1689,yes,no,2,-1,0,no,unknown
blue-collar,married,primary,no,902,no,no,2,-1,0,no,unknown
services,divorced,secondary,no,0,yes,yes,1,-1,0,no,unknown
student,married,secondary,no,260,no,no,1,152,6,no,failure
technician,married,secondary,no,589,yes,no,1,76,4,no,failure
technician,married,secondary,no,626,yes,no,2,-1,0,no,unknown
services,married,secondary,no,0,no,yes,6,-1,0,no,unknown
blue-collar,divorced,secondary,no,78,yes,no,2,-1,0,no,unknown
blue-collar,single,secondary,no,3792,no,no,2,-1,0,yes,unknown
blue-collar,single,tertiary,no,14058,no,no,20,-1,0,no,unknown
technician,single,secondary,no,-522,yes,yes,2,286,6,yes,failure
student,single,unknown,no,386,no,no,2,-1,0,no,unknown
unemployed,married,secondary,no,1978,no,no,1,182,1,yes,success
admin.,married,secondary,no,459,no,no,6,192,1,no,success
unemployed,married,tertiary,no,2812,yes,no,1,-1,0,yes,unknown
management,married,tertiary,no,5057,no,yes,1,-1,0,no,unknown
housemaid,married,secondary,no,-759,yes,no,1,-1,0,no,unknown
blue-collar,single,secondary,no,-416,yes,no,2,-1,0,yes,unknown
technician,married,unknown,no,2106,yes,no,1,-1,0,no,unknown
management,divorced,tertiary,no,220,yes,no,4,-1,0,no,unknown
blue-collar,divorced,secondary,no,0,yes,no,2,-1,0,no,unknown
retired,married,unknown,no,426,no,no,1,90,1,yes,success
unknown,married,unknown,no,4717,no,no,1,-1,0,yes,unknown
blue-collar,married,secondary,no,395,yes,no,2,-1,0,no,unknown
blue-collar,divorced,primary,no,0,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,-206,yes,no,2,-1,0,no,unknown
self-employed,divorced,tertiary,no,6,yes,no,1,183,4,yes,success
management,married,tertiary,no,4039,no,yes,2,-1,0,no,unknown
services,divorced,secondary,no,687,yes,no,1,-1,0,yes,unknown
technician,single,secondary,no,-242,yes,no,3,278,6,yes,success
management,married,tertiary,no,582,yes,no,2,-1,0,no,unknown
blue-collar,divorced,primary,no,8218,yes,no,10,-1,0,no,unknown
management,single,tertiary,no,1424,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,92,yes,no,1,-1,0,yes,unknown
technician,single,secondary,no,2085,no,no,2,-1,0,yes,unknown
technician,single,tertiary,no,197,no,no,1,-1,0,yes,unknown
technician,single,secondary,no,2305,no,no,1,-1,0,no,unknown
admin.,married,secondary,no,-547,yes,no,2,-1,0,no,unknown
technician,single,tertiary,no,411,no,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,584,yes,no,2,-1,0,no,unknown
management,married,tertiary,no,997,yes,yes,1,-1,0,no,unknown
admin.,divorced,secondary,no,83,yes,no,6,-1,0,no,unknown
management,married,tertiary,no,6563,no,no,8,-1,0,no,unknown
services,single,secondary,no,0,yes,no,13,-1,0,no,unknown
management,single,tertiary,no,0,no,no,6,-1,0,no,unknown
blue-collar,married,primary,no,398,yes,no,1,-1,0,no,unknown
admin.,married,tertiary,no,1145,yes,no,2,-1,0,no,unknown
management,single,tertiary,no,2,yes,no,2,-1,0,yes,unknown
management,single,tertiary,no,201,yes,no,1,183,1,no,failure
entrepreneur,married,primary,no,563,no,no,1,-1,0,no,unknown
management,married,tertiary,no,3161,no,no,2,-1,0,no,unknown
technician,married,secondary,no,0,no,yes,6,-1,0,no,unknown
management,married,secondary,no,1331,no,no,2,-1,0,no,unknown
housemaid,married,primary,no,2929,no,no,2,-1,0,yes,unknown
services,married,secondary,yes,-220,yes,yes,2,-1,0,no,unknown
management,single,tertiary,no,5980,yes,no,1,-1,0,no,unknown
services,single,secondary,no,48,yes,no,3,-1,0,no,unknown
housemaid,single,unknown,no,0,no,no,8,-1,0,no,unknown
retired,married,secondary,no,3382,no,yes,2,309,2,no,failure
technician,married,secondary,no,2308,no,no,1,87,1,yes,other
student,married,tertiary,no,10,yes,no,4,-1,0,yes,unknown
services,married,secondary,no,162,yes,no,1,-1,0,no,unknown
blue-collar,single,secondary,no,1073,yes,no,4,-1,0,no,unknown
services,single,secondary,no,1700,yes,no,5,-1,0,no,unknown
services,single,primary,no,148,yes,no,2,-1,0,no,unknown
services,married,secondary,no,0,yes,no,1,-1,0,no,unknown
blue-collar,married,primary,no,185,yes,no,3,-1,0,no,unknown
management,divorced,tertiary,no,896,no,yes,2,-1,0,no,unknown
blue-collar,divorced,primary,no,1279,yes,no,2,-1,0,no,unknown
technician,married,tertiary,no,199,yes,yes,2,253,1,no,failure
management,married,secondary,no,99,no,no,5,-1,0,no,unknown
blue-collar,married,primary,no,378,yes,no,3,-1,0,no,unknown
management,married,tertiary,no,15,no,no,2,-1,0,yes,unknown
admin.,married,secondary,no,147,yes,yes,1,184,7,no,failure
technician,married,secondary,no,2225,no,yes,2,-1,0,no,unknown
admin.,single,secondary,no,1810,yes,no,2,-1,0,no,unknown
housemaid,married,unknown,yes,-6,no,yes,2,-1,0,no,unknown
technician,divorced,secondary,no,435,yes,no,3,-1,0,no,unknown
management,married,secondary,no,335,no,no,1,182,1,yes,failure
admin.,divorced,secondary,no,-251,no,no,1,-1,0,yes,unknown
services,divorced,secondary,no,5,yes,yes,2,-1,0,no,unknown
self-employed,married,secondary,no,641,yes,no,1,148,2,no,failure
admin.,married,tertiary,no,0,yes,no,1,-1,0,no,unknown
admin.,married,tertiary,no,722,no,no,1,-1,0,no,unknown
technician,married,tertiary,no,3337,yes,yes,14,-1,0,no,unknown
technician,divorced,secondary,no,0,no,no,5,-1,0,no,unknown
admin.,married,secondary,no,1504,yes,no,2,-1,0,no,unknown
services,married,tertiary,no,35,no,no,4,317,3,no,failure
services,married,secondary,no,895,yes,yes,1,-1,0,no,unknown
management,married,tertiary,no,752,yes,no,4,-1,0,no,unknown
blue-collar,single,secondary,no,1925,yes,no,2,-1,0,no,unknown
services,married,secondary,no,-246,yes,no,1,-1,0,no,unknown
self-employed,single,tertiary,no,901,yes,yes,1,-1,0,no,unknown
admin.,single,secondary,no,894,no,no,2,-1,0,no,unknown
blue-collar,single,secondary,no,592,yes,yes,1,-1,0,no,unknown
admin.,single,secondary,no,3529,no,yes,2,-1,0,no,unknown
services,married,secondary,no,0,yes,yes,2,-1,0,no,unknown
retired,married,primary,no,0,no,no,2,-1,0,yes,unknown
blue-collar,married,primary,no,371,yes,no,44,-1,0,no,unknown
blue-collar,single,primary,no,1,yes,no,1,-1,0,no,unknown
technician,single,secondary,no,834,yes,no,2,-1,0,no,unknown
entrepreneur,married,primary,no,298,yes,no,3,-1,0,no,unknown
services,married,tertiary,no,306,yes,no,7,-1,0,no,unknown
technician,married,secondary,no,143,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,186,yes,no,2,-1,0,no,unknown
technician,married,secondary,no,5597,no,no,3,-1,0,no,unknown
services,single,secondary,no,1547,yes,no,2,173,1,no,success
management,married,tertiary,no,1852,no,no,1,-1,0,no,unknown
admin.,single,secondary,no,1790,yes,no,5,-1,0,no,unknown
services,single,secondary,no,20,yes,no,6,340,1,no,failure
admin.,married,secondary,no,8652,yes,no,6,-1,0,no,unknown
technician,single,secondary,no,1626,no,no,2,286,3,no,failure
admin.,married,secondary,no,749,no,no,1,-1,0,no,unknown
blue-collar,married,unknown,no,51,yes,no,1,-1,0,no,unknown
services,single,secondary,yes,-1,no,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,-32,yes,no,1,-1,0,no,unknown
retired,divorced,secondary,no,6850,no,no,3,183,1,no,failure
technician,single,secondary,no,333,no,yes,1,-1,0,no,unknown
blue-collar,married,secondary,no,-27,no,yes,13,-1,0,no,unknown
blue-collar,married,secondary,no,932,yes,no,1,-1,0,no,unknown
retired,divorced,primary,no,0,no,no,1,77,3,no,success
management,divorced,tertiary,no,100,yes,yes,1,299,3,no,failure
blue-collar,married,secondary,no,-626,yes,no,1,-1,0,no,unknown
management,single,tertiary,no,9,no,no,2,-1,0,no,unknown
services,divorced,primary,no,653,no,no,1,-1,0,no,unknown
admin.,married,secondary,no,3608,yes,no,1,-1,0,yes,unknown
blue-collar,married,primary,no,293,yes,yes,1,-1,0,no,unknown
management,single,tertiary,no,36,yes,no,3,-1,0,no,unknown
management,married,tertiary,no,263,yes,no,2,-1,0,no,unknown
student,single,secondary,no,8366,no,no,2,349,1,no,other
management,single,tertiary,no,2186,yes,no,1,-1,0,no,unknown
entrepreneur,single,secondary,no,20453,yes,no,1,-1,0,no,unknown
services,single,secondary,no,105,no,yes,4,-1,0,no,unknown
blue-collar,married,secondary,no,440,yes,no,2,-1,0,no,unknown
retired,married,unknown,no,519,no,no,1,57,1,yes,failure
management,married,tertiary,no,19447,yes,yes,1,-1,0,no,unknown
blue-collar,married,primary,no,225,no,no,7,-1,0,no,unknown
blue-collar,married,secondary,no,2548,yes,no,1,368,1,no,other
technician,divorced,secondary,no,0,no,no,8,-1,0,no,unknown
blue-collar,married,unknown,no,2284,yes,no,17,-1,0,yes,unknown
blue-collar,married,primary,no,40,yes,no,1,370,1,no,failure
housemaid,divorced,tertiary,no,364,no,no,1,-1,0,no,unknown
technician,single,secondary,no,174,no,no,4,-1,0,no,unknown
technician,married,secondary,no,10888,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,0,yes,yes,2,195,2,no,failure
retired,married,tertiary,no,225,no,no,2,-1,0,no,unknown
retired,divorced,tertiary,no,2131,no,no,6,-1,0,no,unknown
blue-collar,single,secondary,no,-20,no,yes,1,-1,0,yes,unknown
management,single,secondary,no,36,no,no,2,-1,0,no,unknown
blue-collar,married,primary,no,2642,no,no,2,-1,0,no,unknown
admin.,married,tertiary,no,400,yes,no,1,-1,0,no,unknown
technician,single,tertiary,no,1214,no,no,1,-1,0,no,unknown
management,single,tertiary,no,-292,yes,no,6,-1,0,no,unknown
admin.,married,secondary,no,1415,yes,no,3,-1,0,no,unknown
blue-collar,married,secondary,no,213,yes,no,15,-1,0,no,unknown
admin.,single,secondary,no,2540,no,no,5,-1,0,no,unknown
housemaid,single,tertiary,no,3232,no,no,2,-1,0,no,unknown
management,married,tertiary,no,296,no,no,2,-1,0,no,unknown
management,married,tertiary,no,42,no,no,6,-1,0,no,unknown
technician,married,secondary,no,697,no,no,2,219,2,no,other
blue-collar,single,secondary,no,13156,yes,no,4,331,1,no,failure
retired,divorced,secondary,no,1490,no,no,1,-1,0,yes,unknown
management,married,tertiary,no,150,no,no,2,-1,0,no,unknown
retired,married,secondary,no,0,no,no,1,-1,0,yes,unknown
management,single,tertiary,no,4210,yes,no,1,-1,0,no,unknown
services,divorced,secondary,no,1012,yes,no,3,175,2,no,other
technician,married,secondary,no,16063,yes,no,3,-1,0,no,unknown
blue-collar,married,primary,no,5431,yes,yes,1,-1,0,no,unknown
services,single,secondary,no,317,yes,no,3,-1,0,no,unknown
technician,single,secondary,no,4787,yes,no,1,167,2,no,failure
blue-collar,married,secondary,no,225,yes,yes,2,-1,0,no,unknown
services,divorced,primary,no,3854,yes,no,3,-1,0,no,unknown
services,divorced,secondary,no,92,yes,no,1,-1,0,no,unknown
blue-collar,married,primary,no,-10,yes,no,4,-1,0,no,unknown
blue-collar,married,secondary,no,-617,yes,no,2,-1,0,no,unknown
housemaid,divorced,primary,no,195,no,no,2,-1,0,no,unknown
blue-collar,married,primary,no,1172,yes,no,1,-1,0,no,unknown
housemaid,married,secondary,no,0,no,no,2,-1,0,no,unknown
services,divorced,secondary,no,0,no,no,4,-1,0,no,unknown
services,divorced,secondary,no,-94,yes,no,2,-1,0,no,unknown
admin.,single,secondary,no,609,no,no,1,-1,0,no,unknown
management,single,tertiary,no,4,no,yes,9,-1,0,no,unknown
entrepreneur,divorced,secondary,no,1121,yes,yes,3,-1,0,no,unknown
management,divorced,tertiary,no,355,yes,no,5,-1,0,no,unknown
blue-collar,married,secondary,no,3653,yes,yes,1,168,4,no,failure
retired,divorced,primary,no,1097,no,no,1,-1,0,yes,unknown
management,married,tertiary,no,436,no,yes,4,-1,0,no,unknown
blue-collar,married,secondary,no,4795,yes,no,1,-1,0,no,unknown
self-employed,married,secondary,no,266,no,no,2,-1,0,no,unknown
unemployed,married,secondary,no,3357,no,no,4,-1,0,yes,unknown
technician,married,tertiary,no,101,yes,yes,3,-1,0,no,unknown
blue-collar,married,secondary,no,10910,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,1568,no,no,6,-1,0,no,unknown
retired,single,primary,no,0,no,no,1,368,2,no,failure
blue-collar,married,secondary,no,305,yes,no,7,367,25,no,failure
retired,married,tertiary,no,31,no,no,2,-1,0,no,unknown
entrepreneur,married,secondary,no,452,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,5,yes,no,2,-1,0,no,unknown
entrepreneur,divorced,tertiary,no,7929,no,no,3,-1,0,no,unknown
entrepreneur,married,primary,no,39,yes,no,2,-1,0,yes,unknown
housemaid,married,primary,no,267,no,no,5,-1,0,no,unknown
management,married,tertiary,no,4945,no,no,1,-1,0,no,unknown
technician,married,secondary,no,463,yes,no,5,-1,0,no,unknown
unemployed,single,secondary,no,2116,yes,no,2,-1,0,no,unknown
admin.,divorced,secondary,no,59,yes,no,8,-1,0,yes,unknown
blue-collar,married,secondary,no,131,yes,no,5,-1,0,no,unknown
retired,married,secondary,no,107,no,no,2,-1,0,no,unknown
unemployed,married,secondary,no,-35,no,no,3,-1,0,no,unknown
technician,married,primary,no,230,yes,no,1,-1,0,no,unknown
management,single,tertiary,no,2679,yes,no,1,-1,0,no,unknown
retired,married,primary,no,493,no,no,1,182,1,no,failure
services,single,secondary,no,256,yes,no,2,-1,0,no,unknown
blue-collar,married,primary,no,-133,no,no,2,-1,0,no,unknown
blue-collar,single,secondary,no,811,yes,no,1,-1,0,yes,unknown
unemployed,married,tertiary,no,302,yes,yes,1,-1,0,no,unknown
management,married,tertiary,no,3529,yes,no,3,-1,0,no,unknown
technician,single,tertiary,no,75,yes,yes,1,-1,0,no,unknown
technician,married,secondary,no,999,yes,no,6,188,2,no,failure
management,single,tertiary,no,7845,yes,no,1,-1,0,no,unknown
services,divorced,primary,no,260,yes,no,2,-1,0,no,unknown
management,single,tertiary,no,2048,yes,no,1,804,1,yes,failure
management,married,tertiary,no,1557,yes,yes,1,-1,0,no,unknown
services,married,secondary,no,505,yes,yes,2,-1,0,no,unknown
admin.,married,tertiary,no,1536,no,no,2,-1,0,no,unknown
self-employed,married,tertiary,no,0,no,no,6,-1,0,no,unknown
blue-collar,married,unknown,no,439,yes,no,1,249,2,no,other
unknown,married,primary,no,44,no,no,1,-1,0,no,unknown
management,married,tertiary,no,295,yes,no,1,-1,0,no,unknown
blue-collar,married,primary,no,190,yes,yes,1,-1,0,no,unknown
management,married,secondary,no,3935,yes,no,2,-1,0,no,unknown
management,married,tertiary,no,-17,yes,yes,1,256,1,yes,success
technician,single,secondary,no,175,yes,no,1,246,1,no,failure
technician,single,secondary,no,4888,yes,no,4,166,2,no,failure
technician,single,tertiary,no,40,no,no,3,-1,0,no,unknown
management,married,tertiary,no,4460,no,no,2,-1,0,no,unknown
admin.,divorced,secondary,no,98,no,yes,1,-1,0,no,unknown
student,single,secondary,no,330,no,no,1,-1,0,no,unknown
blue-collar,married,primary,no,13117,no,no,2,-1,0,no,unknown
management,married,tertiary,no,12877,no,no,3,-1,0,no,unknown
blue-collar,married,primary,no,1506,yes,no,2,-1,0,no,unknown
management,single,tertiary,no,0,no,no,2,-1,0,no,unknown
technician,single,secondary,no,775,no,no,1,-1,0,no,unknown
blue-collar,married,primary,no,258,yes,no,1,-1,0,no,unknown
student,single,secondary,no,246,yes,no,1,-1,0,no,unknown
blue-collar,single,primary,no,2146,yes,no,2,353,2,yes,other
unemployed,married,secondary,no,304,yes,no,2,-1,0,no,unknown
self-employed,single,secondary,no,360,yes,no,4,-1,0,no,unknown
blue-collar,married,primary,no,3316,yes,no,6,-1,0,no,unknown
management,married,tertiary,no,6880,no,no,2,-1,0,no,unknown
technician,married,secondary,no,2189,no,no,3,-1,0,no,unknown
blue-collar,married,secondary,no,5304,yes,no,1,183,2,no,failure
management,single,tertiary,no,102,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,181,yes,no,2,-1,0,no,unknown
management,married,primary,no,3953,yes,no,2,138,1,no,failure
blue-collar,single,primary,no,6969,yes,no,1,-1,0,no,unknown
management,single,tertiary,no,572,no,no,1,195,1,yes,success
admin.,single,secondary,no,223,yes,no,1,315,11,no,success
technician,married,secondary,no,-396,yes,no,1,-1,0,no,unknown
services,divorced,secondary,no,164,no,no,1,-1,0,no,unknown
self-employed,married,secondary,no,2678,no,yes,12,-1,0,no,unknown
technician,single,secondary,no,920,yes,no,1,122,4,no,failure
services,divorced,secondary,no,4554,no,no,6,-1,0,no,unknown
management,single,tertiary,no,623,no,no,4,144,4,yes,other
management,married,secondary,no,967,no,no,1,-1,0,no,unknown
unemployed,divorced,secondary,no,1577,yes,no,1,-1,0,no,unknown
housemaid,married,primary,no,1,yes,no,5,-1,0,no,unknown
management,divorced,tertiary,no,0,no,no,4,-1,0,no,unknown
technician,single,tertiary,no,1166,yes,no,1,-1,0,no,unknown
management,married,unknown,no,3534,no,no,4,-1,0,no,unknown
blue-collar,married,primary,no,200,yes,no,2,-1,0,no,unknown
technician,married,secondary,no,4790,yes,no,1,272,2,no,failure
blue-collar,married,primary,no,-237,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,1335,yes,no,2,-1,0,no,unknown
management,married,tertiary,no,603,yes,no,5,-1,0,no,unknown
management,single,tertiary,no,577,no,no,2,-1,0,no,unknown
management,married,tertiary,no,0,yes,no,1,-1,0,no,unknown
admin.,single,secondary,no,163,yes,no,2,-1,0,no,unknown
blue-collar,married,primary,no,1158,yes,no,1,-1,0,no,unknown
services,married,secondary,no,642,no,no,2,-1,0,no,unknown
admin.,married,secondary,no,466,yes,no,1,-1,0,no,unknown
